STT,ITEM,VENDOR,DESCR,TINH TRANG,STATUS
343,3480381,21018,100-Congty CP Phuc Long Heritage-NR,,Y
344,3232249,21018,100-Congty CP Phuc Long Heritage-NR,,Y
345,3232250,21018,100-Congty CP Phuc Long Heritage-NR,,Y
346,3334803,20944,111-Cty TNHH Luong Thuc Angimex-NR,,Y
347,3334806,20944,111-Cty TNHH Luong Thuc Angimex-NR,,Y
348,3158922,20944,111-Cty TNHH Luong Thuc Angimex-NR,,Y
349,3278393,20944,111-Cty TNHH Luong Thuc Angimex-NR,,Y
350,3278394,20944,111-Cty TNHH Luong Thuc Angimex-NR,,Y
351,3365055,20944,111-Cty TNHH Luong Thuc Angimex-NR,,Y
352,3507730,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
353,3507731,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
354,3284188,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
355,3284196,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
356,3368786,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
357,3496755,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
358,3496756,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
359,3225551,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
360,3253189,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
361,3138983,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
362,3431914,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
363,3431961,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
364,3430767,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
365,3430768,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
366,3430769,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
367,3431039,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
368,3431040,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
369,3003245,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
370,3003246,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
371,3003356,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
372,3003358,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
373,3003359,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
374,3003360,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
375,3003368,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
376,3003369,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
377,3003383,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
378,3003388,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
379,3003389,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
380,3003424,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
381,3003425,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
382,3500252,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
383,3255354,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
384,3312942,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
385,3446824,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
386,3533269,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
387,3533840,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
388,3450830,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
389,3466390,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
390,3447980,20846,111-Cty Co Phan Tap Doan KIDO ,,Y
391,3515394,20812,100-Cty CP TP ThNhien King Green-NR,,Y
392,3515395,20812,100-Cty CP TP ThNhien King Green-NR,,Y
393,3530862,20812,100-Cty CP TP ThNhien King Green-NR,,Y
394,3519042,20812,100-Cty CP TP ThNhien King Green-NR,,Y
395,3519043,20812,100-Cty CP TP ThNhien King Green-NR,,Y
396,3519044,20812,100-Cty CP TP ThNhien King Green-NR,,Y
397,3519045,20812,100-Cty CP TP ThNhien King Green-NR,,Y
398,3525167,20812,100-Cty CP TP ThNhien King Green-NR,,Y
399,3524071,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,,Y
400,3524072,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,,Y
401,3510699,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,,Y
402,3510700,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,,Y
403,3416681,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,,Y
404,3430952,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,,Y
405,3433445,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,,Y
